# hand_links.csv - the category vocabulary and the relation edges, authored.
#
# ⚠️ THE FOURTH HAND FILE, and the DURABLE source for library_categories and library_relations.
#    Everything else in the catalog is replayed from a hand file on every build, and an edge
#    stored only in recipes.db would be orphaned by the next fold with nothing to notice.
#
# ⚠️ THIS TABLE HOLDS ONLY FILTER CATEGORIES, terms that are NOT catalog rows. A kind_of parent
#    IS a catalog row and needs no entry here, so a kind_of edge points at a library_id and an
#    in_category edge points at a slug below. 'Is X a kind_of parent' is derived, not stored.
#
# ⚠️ FORMS INHERIT. garlic powder is made_from garlic, which is an allium, so it reaches the
#    category through its parent. A direct edge would be the almond-flour error one layer up.
#
# Spec: previews/category-vocabulary-final.md
#
# --- section: categories ---
category_id,name,parent_slug,note
Q7190909,Q11004,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q7220270,Q10943,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q722338,Q282,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q7223635,Q11004,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q7229221,Q11004,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q72460907,Q170885,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q72480169,Q170885,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q72488245,Q170885,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q72515843,Q170885,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q72827,Q1423543,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q72827,Q1727434,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q72827,Q17105036,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q7296903,Q10990,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q7303477,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q7305343,Q11004,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q7310574,Q1931894,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q734727,Q20136,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q7358264,Q61503220,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q7360490,Q192935,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q7361515,Q7205370,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q7382200,Q1572278,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q7403387,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q74048276,Q1470834,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q742127,Q3506176,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q742127,Q185217,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q742385,Q195,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q7429704,Q185217,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q7429704,Q26845135,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q7441924,Q2596997,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q745361,Q11332507,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q7458111,Q186385,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q74663825,Q18175531,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q7480691,Q1503784,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q7515082,Q165199,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q7545525,Q3823327,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q7549018,Q185217,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q7564064,Q209974,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q7581884,Q83363036,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q7605251,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q7635866,Q2459072,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q764375,Q165199,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q766777,Q2596997,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q767765,Q11004,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q767765,Q20134,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q768564,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q769635,Q13270,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q773695,Q10943,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q773987,Q3320037,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q774278,Q11004,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q77469893,Q89999446,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q777487,Q1503784,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q780827,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q78787699,Q15850295,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q7879663,Q13270,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q7879663,Q178600,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q7885904,Q3320037,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q7939321,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q796185,Q192935,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q7992569,Q40763,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q7995732,Q600396,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q799938,Q2046560,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q80008054,Q20134,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q80008054,Q107563279,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q80008054,Q11004,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q8047551,Q20136,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q807791,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q81513,Q3314483,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q815740,Q8563413,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q815740,Q1127705,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q817282,Q7480691,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q818763,Q1521067,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q821353,Q11004,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q822331,Q484083,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q82509,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q833503,Q102229488,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q833503,Q600396,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q8345498,Q195,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q836538,Q2046560,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q836538,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q837194,Q487233,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q838205,Q38645,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q838835,Q165199,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q838835,Q234901,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q842618,Q545985,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q844144,Q3314483,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q844606,Q12565022,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q84574093,Q42527,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q84574093,Q40763,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q847441,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q8484030,Q229385,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q851195,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q8529545,Q229385,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q855131,Q18560070,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q85748179,Q10990,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q863266,Q1423543,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q864693,Q10990,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q864693,Q18087876,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q865501,Q2098111,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q865501,Q119854050,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q865598,Q8492,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q869700,Q195,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q871924,Q165199,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q873761,Q104483024,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q87591025,Q6584340,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q876892,Q11004,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q879005,Q170885,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q879005,Q1164590,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q884785,Q195,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q897746,Q165199,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q899561,Q10990,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q89999446,Q1269,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q89999799,Q89999446,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q89999884,Q89999451,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q89999895,Q89999451,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q90000772,Q89999446,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q90000932,Q89999446,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q9004419,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q900534,Q60792639,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q900534,Q170885,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q9017517,Q10943,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q9033890,Q29437,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q9033890,Q195,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q904889,Q178024,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q904889,Q1931894,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q908304,Q2596997,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q911332,Q297292,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q911332,Q40763,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q911712,Q1786540,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q916971,Q178024,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q917761,Q1269,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q917761,Q138312810,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q9178190,Q20134,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q9197064,Q121599918,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q926892,Q7445643,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q926892,Q427457,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q931367,Q1953925,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q931367,Q74048276,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q932231,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q9339746,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q934874,Q102229488,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q934874,Q600396,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q936620,Q10861275,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q936620,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q937013,Q139934067,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q942335,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q945934,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q94835,Q1269,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q950470,Q545985,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q95999057,Q11004,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q96262437,Q74048276,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q96399316,Q1503784,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q96694045,Q2098111,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q97204632,Q178359,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q97516115,Q47872684,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q975953,Q2640574,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q97706242,Q1521067,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q978399,Q56395863,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
Q98081617,Q1682434,kind_of,wikidata,high,"Stage 2 Pass 2, corpus-present kind_of edge. Wikidata P279/P31, read by parent hub."
